Review,Review_Type
Terrific purchase. excellent productREAD MORE,1
Decent product. nice productREAD MORE,1
Good choice. Good facilityREAD MORE,1
Perfect product!. Exlent product...READ MORE,1
"Brilliant. Good one, I have read lot of negative review for Mavis 350.when purchase online, but this time I will say it's a better products, good quality...READ MORE",1
Just wow!. loved it.... original product delivered on time....READ MORE,1
Worth every penny. very goodREAD MORE,1
Wonderful. goodREAD MORE,1
"Nice. delevired in just less than a day ,oh my god.thanks flipkartREAD MORE",1
Pretty good. received a genuine product...very good and original qualityREAD MORE,1
Delightful. Amazing productREAD MORE,1
Best in the market!. not value for moneyREAD MORE,0
Pretty good. good and light weightREAD MORE,1
Really Nice. light weight and long life!!!READ MORE,1
Perfect product!. awesome goodREAD MORE,1
Brilliant. Nice product satisfiedREAD MORE,1
Classy product. very nice & best qualityREAD MORE,1
Absolute rubbish!. old stock I gotREAD MORE,1
Terrible product. 1st 3 corks got damaged very fast. and rest 3 were goodREAD MORE,0
Perfect product!. Good product for this price..READ MORE,1
Wonderful. goodREAD MORE,1
Worthless. goodREAD MORE,1
Terrific. nice item... u must buyREAD MORE,1
Excellent. very niceREAD MORE,1
Good quality product. Happy with FlipkartREAD MORE,1
Fabulous!. bad productsREAD MORE,1
Nice product. nice ProductREAD MORE,1
Mind-blowing purchase. bad qualityREAD MORE,0
Very Good. Yonex Mavis 350 Is Not Pure Shuttle  Dummy Not A Genuine Bad Quality And  So Old Pak. Date On Box Jan 2019 ....READ MORE,0
Simply awesome. Good But Price a little bit highREAD MORE,1
Not good. Best in classREAD MORE,1
Bad quality. cork quality issues. cracking soon.READ MORE,0
Must buy!. superREAD MORE,1
Terrific purchase. goodREAD MORE,1
Really Nice. goodREAD MORE,1
"Excellent. good price range,thanq flipkart.READ MORE",1
Delightful. orginal productREAD MORE,1
Unsatisfactory. genuine product.....go for itREAD MORE,1
Worthless. NiceREAD MORE,1
Pretty good. superrREAD MORE,1
Good choice. not goodREAD MORE,0
Super!. very slow.. and barely lasts 2days. very disappointingREAD MORE,0
Just wow!. worth productREAD MORE,1
Brilliant. somthing best for youREAD MORE,1
Expected a better product. nice . premium productREAD MORE,1
Value-for-money. very niceREAD MORE,1
Expected a better product. goodREAD MORE,1
Wonderful. worst quality fraud materialsREAD MORE,0
Does the job. not so good 6 shuttle and only 9 days we playREAD MORE,0
Classy product. goodREAD MORE,1
Don't waste your money. nice productREAD MORE,1
Useless product. niceREAD MORE,1
Mind-blowing purchase. no difference..... orginal product.READ MORE,1
Brilliant. Nice Product.READ MORE,1
Good quality product. product was bad.READ MORE,0
Fabulous!. good worth priceREAD MORE,1
Excellent. durability of the cork is very bad and it  is not enough for even one dayREAD MORE,0
Excellent. Few shuttle corks look like they may break down within few minutes of play. Otherwise all okay!READ MORE,1
Perfect product!. ValuableREAD MORE,0
Nice product. Very nice shuttlesREAD MORE,1
Best in the market!. old stock. manufactured a year back(12 months)READ MORE,0
Fabulous!. very bad product ☹️ wast of moneyREAD MORE,0
Highly recommended. TqREAD MORE,1
Must buy!. niceREAD MORE,1
Classy product. good productREAD MORE,1
Perfect product!. Plz go for it. Really worth for every cork. our friends are really happy with the reliability of this pack.READ MORE,1
Worth every penny. goodREAD MORE,1
Worth the money. nice Best in outdoor game 👌READ MORE,1
Wonderful. Very nice product i love itREAD MORE,1
Wonderful. nice productREAD MORE,1
Awesome. goodREAD MORE,1
Highly recommended. Good qualityREAD MORE,1
Best in the market!. goodREAD MORE,1
Value-for-money. Always best and fineREAD MORE,1
Terrific purchase. Nice product. Best for outdoor.READ MORE,1
Good. niceREAD MORE,1
Does the job. goodREAD MORE,1
Worth every penny. NiceREAD MORE,0
Unsatisfactory. nice productREAD MORE,1
Unsatisfactory. Good Product....READ MORE,1
Mind-blowing purchase. very Good crockREAD MORE,1
Highly recommended. awesome product Mavis 350 is superREAD MORE,1
Pretty good. good qualityREAD MORE,1
Highly recommended. nice prudectREAD MORE,1
Wonderful. great productREAD MORE,1
Must buy!. GoodREAD MORE,0
Simply awesome. one shuttle out six on the box was wabbling from the very first moment of useREAD MORE,0
Nice. okREAD MORE,1
Classy product. worst product...don't even last 2 matchesREAD MORE,0
Nice. Worst qualityREAD MORE,0
Terrific purchase. Very good productREAD MORE,1
Perfect product!. goodREAD MORE,1
Fabulous!. good quality and genuine product..READ MORE,1
Super!. goodREAD MORE,1
Slightly disappointed. niceREAD MORE,1
Brilliant. lovely productREAD MORE,1
Worth every penny. Must buy.. exlent productREAD MORE,1
Terrific. reasonable cost...READ MORE,0
Great product. GoodREAD MORE,1
Simply awesome. goodREAD MORE,0
Must buy!. GreatREAD MORE,1
Really Nice. Very Good ProductREAD MORE,1
Highly recommended. Excellent product thanks flipkartREAD MORE,1
Nice product. Nice oneREAD MORE,1
Nice product. not so goodREAD MORE,0
Classy product. good shuttle ... very good to flyREAD MORE,1
Classy product. niceREAD MORE,1
Excellent. best but price is very hight on FlipkartREAD MORE,1
Just wow!. very niceREAD MORE,1
Value-for-money. its really goodREAD MORE,1
Good choice. nice product in cheap costREAD MORE,1
Fabulous!. very good productREAD MORE,1
Worth the money. absolute treasureREAD MORE,1
Really Nice. goodREAD MORE,1
Excellent. quality is not feel so upto the mark. shredded during play with shuttle in a weekREAD MORE,1
Super!. real feelREAD MORE,1
Very Good. very very good productREAD MORE,1
Terrific purchase. Nice. Good for practice sessions. Good quality.READ MORE,1
Classy product. Worth your moneyREAD MORE,1
Just wow!. nice compared priceREAD MORE,1
Great product. goodREAD MORE,1
Wonderful. Good Shuttle.READ MORE,1
Just wow!. Nice shuttleREAD MORE,1
Just wow!. goodREAD MORE,1
Delightful. excellent just love it thanks flipkartREAD MORE,1
Must buy!. goodREAD MORE,1
Perfect product!. superbREAD MORE,1
Terrific. goodREAD MORE,1
Really Nice. super product.READ MORE,1
Awesome. Very good productREAD MORE,1
Great product. BestREAD MORE,1
Simply awesome. ExcellentREAD MORE,1
Good quality product. GoodREAD MORE,1
Terrific purchase. bought it for 670 fast delivered quality is goodREAD MORE,1
Nice. nycREAD MORE,1
Wonderful. superREAD MORE,1
Brilliant. product is good and delivery is too fast.. thanks for sharing best product in this price....READ MORE,1
Horrible. superREAD MORE,1
Wonderful. very goodREAD MORE,1
Must buy!. Nice productREAD MORE,1
Great product. good productREAD MORE,1
Good. value for moneyREAD MORE,1
Decent product. good but but improve qualityREAD MORE,1
Delightful. super shuttle very niceeREAD MORE,1
Good quality product. one shuttle was not in good condition due to lack of packingREAD MORE,0
Mind-blowing purchase. superREAD MORE,1
Delightful. goodREAD MORE,1
Excellent. Good packing i think seller is too bad becase i got bad product this time less quality and its broken fast pure china local productREAD MORE,0
Decent product. MarvelousREAD MORE,1
Brilliant. the original quality product. Good packing. swift delivery Makes Happy CustomerREAD MORE,1
Terrific purchase. original shuttleREAD MORE,1
Worth the money. not as expected!READ MORE,0
Excellent. Damaged rapidly.READ MORE,0
Wonderful. niceREAD MORE,1
Highly recommended. Original qualityREAD MORE,1
Mind-blowing purchase. goodREAD MORE,1
Very Good. NiceREAD MORE,1
Very Good. Good grip for all sideREAD MORE,1
"Not recommended at all. Item looks duplicate.  it doesn't look original shuttle. After player one yr, shuttle becomes useless. Earlier we use to play 3-4 hr with one shuttle.READ MORE",0
Brilliant. goodREAD MORE,1
Pretty good. best shuttle for outdoorREAD MORE,1
Very Good. LovelyREAD MORE,1
Delightful. original product. played yesterday and all is wellREAD MORE,1
Great product. goodREAD MORE,1
Bad quality. Good for playREAD MORE,1
Value-for-money. superREAD MORE,1
Does the job. GoodREAD MORE,1
Pretty good. Shuttles are good but the box seems to be not that good qualityREAD MORE,1
Great product. Guys lots of shuttles inside the box are damaged and doesn't have correct weight for indoor playThe shuttles inside the box are all wobbling.. Plz don't buy from flipkart we have other sites where u will find genuine sellersPlz beware of this productREAD MORE,0
Worthless. Good productREAD MORE,1
Just okay. GoodREAD MORE,1
Terrific purchase. goodREAD MORE,1
Wonderful. very good product long lasting for indoor gameREAD MORE,1
Worthless. very nice qualityREAD MORE,1
Terrific purchase. Poor qualityREAD MORE,0
Really Nice. good product. Suggest to buy.READ MORE,1
Bad quality. goodREAD MORE,0
Fabulous!. thanks flipcart...very niceREAD MORE,1
Decent product. GoodREAD MORE,1
"Great product. bad product ,poor quality , really disappointedREAD MORE",0
Value-for-money. goodREAD MORE,0
Super!. Behtareen.. i keep on ordering this monthly.. good for intermediate players like me..READ MORE,1
Good choice. superREAD MORE,1
Best in the market!. slow 75 is not slow as lining. only wastage of moneyREAD MORE,0
Fair. goodREAD MORE,1
Delightful. niceREAD MORE,1
"Wonderful. high rate, quality poor early brokenREAD MORE",0
Really Nice. ExpectingREAD MORE,1
Nice product. Product is good but manufacturers date is in August.READ MORE,0
Mind-blowing purchase. great product in reasonable priceREAD MORE,1
Worth the money. good qualityREAD MORE,1
Very Good. Good qualityREAD MORE,1
Wonderful. goodREAD MORE,1
Highly recommended. nice productREAD MORE,1
Good. out of 6 ... 3 will be fast and 3 will be slow... after returning the they sends the same with packing it fresh ... it's by YonexREAD MORE,0
Could be way better. awesomeREAD MORE,1
Mind-blowing purchase. ORIGINAL PRODUCTREAD MORE,1
Must buy!. evergreenREAD MORE,1
Waste of money!. nicc niceREAD MORE,1
Wonderful. good delivery n originalREAD MORE,1
Simply awesome. nice oneREAD MORE,1
Nice. ok bettarREAD MORE,1
Wonderful. good for beginnersREAD MORE,1
Really Nice. good for outdoorsREAD MORE,1
Really Nice. Nice oneREAD MORE,0
Unsatisfactory. This is the first time i have received bad quality of product. shuttles are of bad qualities and very slow. Really disappointed.READ MORE,0
Highly recommended. shuttle always good.  timely delivered 👍READ MORE,1
Mind-blowing purchase. fine qualityREAD MORE,1
Highly recommended. very good product Fkipkart very quickly devilry the item thanks to FkipkartREAD MORE,0
Just wow!. nice productREAD MORE,1
Fabulous!. good for regular practice. and nice quality.READ MORE,1
Best in the market!. Delivery time given is 10 days and also took a day extra. Did not meet the promised delivery date.Product is good.READ MORE,0
Great product. superREAD MORE,1
Simply awesome. Worthy product.  Very durable in outdoor practice.  Nice productREAD MORE,1
Worth the money. good👍READ MORE,1
"Brilliant. very bad, slowREAD MORE",0
"Terrific purchase. Good for indoor, grab this if you like super slow shuttlesREAD MORE",1
Good choice. niceREAD MORE,1
Fabulous!. greatREAD MORE,1
Not recommended at all. goodREAD MORE,1
Mind-blowing purchase. goodREAD MORE,1
Nice product. GoodREAD MORE,1
Worth the money. goodREAD MORE,1
Worth every penny. wonderfulREAD MORE,1
"Simply awesome. product delivered on time 👍, I checked all shuttles are were fine no wobbling or damage piece. for me its 100%geniuneREAD MORE",1
Classy product. good..READ MORE,1
Good. original productsREAD MORE,1
Expected a better product. Very niceREAD MORE,1
Terrific. Good quality shuttleREAD MORE,1
Highly recommended. Good I love itREAD MORE,0
Just wow!. original product delivered with lightening  speedREAD MORE,1
Highly recommended. good productREAD MORE,1
Fair. good oneREAD MORE,1
Just wow!. good for practiceREAD MORE,1
Terrific purchase. It is very goodREAD MORE,1
Great product. goodREAD MORE,1
Nice product. goodREAD MORE,0
Value-for-money. very worst shuttle is looking like 30 RS per pieceREAD MORE,0
Terrific purchase. Good productREAD MORE,1
Excellent. good product and best shuttlecock.READ MORE,1
Just wow!. perfect...!READ MORE,1
Simply awesome. Excellent Item and delivery service provided by FlipkartREAD MORE,1
Perfect product!. it's okREAD MORE,0
Awesome. niceREAD MORE,1
Excellent. go for it oldREAD MORE,1
Highly recommended. Good poductREAD MORE,1
Mind-blowing purchase. goodREAD MORE,1
Wonderful. so naisREAD MORE,1
Good choice. Good....!!READ MORE,1
Worth the money. niceREAD MORE,1
Classy product. nice productREAD MORE,1
Super!. original product received . Thank you for speedy delivery.READ MORE,1
Worthless. good nice 👍READ MORE,1
Fabulous!. goodREAD MORE,1
Good choice. Nice shuttleREAD MORE,1
"Terrible product. Got the original product, thanks to flipkart and the vendor supplierREAD MORE",1
Classy product. Just awesomeREAD MORE,1
Super!. always awesome 👍READ MORE,1
Not recommended at all. Very nice Product 👌😊READ MORE,1
Terrific. superREAD MORE,1
Must buy!. shuttles are good and durable lasted for 6 rapid games.READ MORE,1
Delightful. Badminton shuttle is too goodREAD MORE,1
Worth every penny. very badREAD MORE,0
Perfect product!. Superb productREAD MORE,1
Super!. goodREAD MORE,1
"Terrific. yesterday received that product but it is damaged,i am very disappointed and i lost my moneyREAD MORE",0
Just wow!. good quality shuttlecocksREAD MORE,1
Classy product. goodREAD MORE,1
Must buy!. Love the product..READ MORE,0
Classy product. goodREAD MORE,1
Really Nice. good productREAD MORE,1
Best in the market!. goodREAD MORE,1
Must buy!. goodREAD MORE,1
Fabulous!. quality and packing is super awesome...READ MORE,1
Worst experience ever!. Very good quality shuttlesREAD MORE,1
Good. AswmREAD MORE,1
Just wow!. Thanks for it😀😀😀😀READ MORE,1
Super!. go for it.... perfect for matches of intermediate to professional levelREAD MORE,1
Good choice. best qualityREAD MORE,1
Terrific purchase. Super as expectedREAD MORE,1
Pretty good. Best to playREAD MORE,1
"Highly recommended. very nice product,good qualityREAD MORE",1
Bad quality. Received an original and sealed product at a better price than the local sports stores.READ MORE,1
Classy product. goodREAD MORE,1
Waste of money!. Not evonomicalREAD MORE,0
Good quality product. got used shuttleREAD MORE,0
Worth the money. good product and profit useable thanks FlipkartREAD MORE,1
Nice product. best shuttles for all & long lifeREAD MORE,1
Great product. good qualityREAD MORE,1
Fabulous!. Original product and as we know it is best in its segment.READ MORE,1
Just okay. After completion  one game shuttle will be too fastREAD MORE,1
Worth every penny. superbREAD MORE,1
Fabulous!. This is not original ... It's light weighted. But it's ok ok . You can play. But durability is another issue. These shuttles are not long lastingREAD MORE,0
Classy product. got the product on time.product is genuine.READ MORE,1
Super!. it's not good qualityREAD MORE,0
Great product. excellentREAD MORE,1
Terrific purchase. good and nice speeds of shuttlesREAD MORE,1
Must buy!. goodREAD MORE,1
Super!. goodREAD MORE,1
Very Good. good product . happy with the shuttle .READ MORE,1
Just wow!. okREAD MORE,0
Nice. GudREAD MORE,1
Great product. shuttles are good.and comparatively lasted.READ MORE,1
Super!. finest shuttle for practice. The durability of shuttle is awesome.I bet you won't regret after playing.READ MORE,1
Worth the money. nice quality shuttlesREAD MORE,1
Excellent. best delivery manREAD MORE,1
Just wow!. fine and good dilevaryREAD MORE,1
Terrific. GoodREAD MORE,1
Brilliant. good quality and good costREAD MORE,1
Must buy!. Quality good...READ MORE,1
Worth every penny. Nice qualityREAD MORE,1
Brilliant. good qualityREAD MORE,0
Perfect product!. good productREAD MORE,1
Best in the market!. It's is good for intermediate players not best but better then otherREAD MORE,1
Slightly disappointed. strong build for any rough game nice movement and speed.READ MORE,1
Fabulous!. niceREAD MORE,1
Nice product. very good.READ MORE,1
Using in out door badminton game. this is the best plastic shuttleREAD MORE,1
Worth the money. nice productREAD MORE,1
Brilliant. ExcellentREAD MORE,1
Horrible. Awesome got with 699READ MORE,1
Pretty good. goodREAD MORE,1
"Unsatisfactory. awesome, Nice productREAD MORE",1
Delightful. GoodREAD MORE,1
Hated it!. Not Satisfactory. Shuttles are a little fast. The quality seem to have degraded.READ MORE,0
Wonderful. on first attempt flipkart send local product when I replace order then  I received yonex mavis 350 thanks flipkartREAD MORE,1
Simply awesome. niceREAD MORE,1
Terrific. working well in out door gameREAD MORE,1
Terrific. marvellous product good for beginnerREAD MORE,1
Fair. greatREAD MORE,1
Just okay. old stockREAD MORE,0
Must buy!. Product seemed original. Fine quality. Although it breaks like a ice cream cone if explodes to even a little moisture.READ MORE,1
Great product. waste it is slow. any one want to purchase go retail storesREAD MORE,0
Just wow!. OkayREAD MORE,1
Worth the money. Asked for slow shuttle and they have provided me medium or fast. When I checked return period was over.READ MORE,0
Great product. goodREAD MORE,1
Pretty good. very niceREAD MORE,1
Very Good. Genuine productREAD MORE,1
Pretty good. goodREAD MORE,1
Just okay. GoodREAD MORE,0
"Terrific. Good one as expected,.READ MORE",0
"Best in the market!. go for it, its amazingREAD MORE",1
"Worth the money. Original product in intact form, delivered. Nothing to comment on a branded product, like Yonex. Thanks !!!READ MORE",1
Terrific. superREAD MORE,1
Really Nice. goodREAD MORE,1
Really Nice. NiceREAD MORE,1
Good quality product. Good in quality.  probably the best nylon shuttle. just go for it.READ MORE,1
Very Good. superREAD MORE,1
Really Nice. goodREAD MORE,1
Good choice. all the shuttles are fast...not good...wont buy againREAD MORE,0
Nice product. SuperbREAD MORE,1
Terrific purchase. best shuttlecocksREAD MORE,1
Pretty good. goodREAD MORE,1
"Highly recommended. Nice flight, good control & perfect on bat!! Writing after playing 2 times!READ MORE",1
Good quality product. NiceREAD MORE,1
Just okay. good performance but not very goodREAD MORE,1
Best in the market!. flipkart is the best online site.READ MORE,1
"Worth every penny. Havebeen ordering shuttles over a year now , 100% orignal products, and if incase at times shuttles are damaged flipkart is quick n hastle free to replace them, thankyou for fair price n great services...READ MORE",1
Waste of money!. Good shuttle for all playersREAD MORE,1
Worth the money. okREAD MORE,1
Super!. goodREAD MORE,1
Mind-blowing purchase. shuttle is very good for average to beginners.READ MORE,1
Good quality product. nice one good quality for priceREAD MORE,1
Good choice. Best among nylon shuttlesREAD MORE,1
Wonderful. goodREAD MORE,1
"Highly recommended. I brought yonex green cap for SLOW, but some of the shuttle in the same box is fast, i think they mix original and duplicate, and making us fool...READ MORE",0
Must buy!. Excellent product (genuine one).READ MORE,1
Great product. good qualityREAD MORE,1
Brilliant. Its very very bad productREAD MORE,0
"Wonderful. Got on time,  but old stock,  need to check the flight condition while playingREAD MORE",1
Worst experience ever!. Best QualityREAD MORE,1
Awesome. excellentREAD MORE,1
Wonderful. worth of moneyREAD MORE,1
Worth every penny. okREAD MORE,1
Delightful. I received original productREAD MORE,1
Useless product. Go for it good quality genuine shuttlesREAD MORE,1
Excellent. goodREAD MORE,1
Good quality product. OriginalREAD MORE,1
Terrific. it's too good😊😊😊READ MORE,1
"Perfect product!. Nice product for indoors, not suitable for outdoors.READ MORE",1
Expected a better product. not up to mark. quality is not goodREAD MORE,0
Hated it!. Good and nice.READ MORE,1
Great product. It is good suttalREAD MORE,1
Simply awesome. very nice productREAD MORE,1
Simply awesome. GoodREAD MORE,1
Wonderful. the product delivered was original but the packet was flattened due to which the shuttles have lost their shape.defective shuttles receivedREAD MORE,0
Excellent. grt product at grt priceREAD MORE,1
Wonderful. FairREAD MORE,1
Highly recommended. very much Satisfied...Good Quality....Quick Delivery...👍👍👍READ MORE,1
Very Good. Awesome ...READ MORE,1
"Mind-blowing purchase. I have been ordering these since a long time, shuttles used to be good and long lasting for rigorous games and used to last 90mins at least.But this time, I am really disappointed with the quality. the shuttles are starting to rotate just over couple of sets. Never expected, this quality for a bulk order of 3 tubes.READ MORE",0
Excellent. Not genuine product and all the shuttles were shaped out. Don't buy these products online.READ MORE,0
Highly recommended. N8ceREAD MORE,1
Just okay. Nice productREAD MORE,1
Simply awesome. its originalREAD MORE,1
Brilliant. good oneREAD MORE,1
Not good. ozm product but not delivered@ selected place 😒😒😒😒READ MORE,1
Brilliant. NiceREAD MORE,1
Really Nice. good for daily practiceREAD MORE,1
Best in the market!. it v good for coart but not good for homeREAD MORE,1
Did not meet expectations. excellent and authentic productexcellent packagingfaster deliveryREAD MORE,1
Classy product. Great Product and perfect delivery time.READ MORE,1
Very Good. Super productREAD MORE,1
Fabulous!. okay okay shuttlesREAD MORE,0
Best in the market!. excellentREAD MORE,1
Terrific purchase. fantastic.....READ MORE,1
Great product. original Product correct delveryREAD MORE,0
Not good. OKREAD MORE,1
Brilliant. Nice productREAD MORE,1
Perfect product!. Awesome product 100% original & DurabilityREAD MORE,1
Must buy!. poor quality shuttle they have sent.  may be it is a old stock. one shuttle broke within 1 day. only 7 games i have played with this shuttle.READ MORE,0
Fabulous!. super but rate is very highREAD MORE,1
Does the job. Nice oneREAD MORE,1
Mmmm. goodREAD MORE,1
Simply awesome. nice oneREAD MORE,1
Classy product. value for moneyREAD MORE,1
Simply awesome. Nice original product just love playing badminton nowREAD MORE,1
Decent product. I doubt this may not be a genuine product...READ MORE,0
Great product. superREAD MORE,1
Must buy!. goodREAD MORE,1
Must buy!. GoodREAD MORE,1
Super!. Original yonex product.. visit yonex sunrise website for originality.. scratch code an led type code in that website..READ MORE,1
Great product. not badREAD MORE,0
Awesome. GoodREAD MORE,1
Good choice. As expected. Excellent one.READ MORE,1
Worth every penny. Good packing....READ MORE,1
Great product. goodREAD MORE,1
Good. look ok...READ MORE,0
Super!. it's good.. osm price really impressed with the product.READ MORE,1
"Value-for-money. good one, no doubt go for itREAD MORE",1
Wonderful. amazing.. 👌👌👌READ MORE,1
Awesome. classyREAD MORE,1
Awesome. superbREAD MORE,1
Great product. very very niceREAD MORE,1
"Pretty good. NICE SHUTTLE,BALANCE TOO GOODREAD MORE",1
Brilliant. best of best...  1 got @ 629... must buyREAD MORE,1
Highly recommended. niceREAD MORE,1
Classy product. Quality it not good as expected.Product life time is only 2 daysREAD MORE,0
Excellent. good product.READ MORE,1
Simply awesome. super productsREAD MORE,1
Best in the market!. looks good rest comment after 2 day play minimumREAD MORE,1
Wonderful. okREAD MORE,1
Terrific. GoodREAD MORE,1
Best in the market!. AwesomeREAD MORE,1
Wonderful. worth for moneyREAD MORE,1
Perfect product!. awesomeREAD MORE,1
Nice. I like the shuttle qualitiesREAD MORE,1
Classy product. good jobREAD MORE,1
Decent product. excellent qualityREAD MORE,1
Great product. awesome best the comments that say it's fake. are also fakeREAD MORE,1
Brilliant. niceREAD MORE,1
Perfect product!. goodREAD MORE,1
Fabulous!. got from latest one not from old stock...packaging was too goodREAD MORE,1
Wonderful. BestREAD MORE,1
"Horrible. My favourite shuttle, Fast delivery by FlipkartREAD MORE",1
Good. packing of this product is very poor. always receive with press positionREAD MORE,1
Very Good. very goodREAD MORE,0
Brilliant. WorthyREAD MORE,1
Perfect product!. shuttle is fastREAD MORE,0
Great product. excellent appREAD MORE,1
Wonderful. best quality shuttle 🖤READ MORE,1
Terrific. superb qualityREAD MORE,1
Worth every penny. niceREAD MORE,1
Very Good. Nice productREAD MORE,1
Super!. nothing recetREAD MORE,0
Pretty good. multiple small small holes in the cork. Doesn't look like it will last long.READ MORE,0
Wonderful. good productREAD MORE,1
Highly recommended. GoodREAD MORE,1
Fabulous!. goodREAD MORE,1
Good quality product. Super qualityREAD MORE,1
Simply awesome. good qualityREAD MORE,1
Brilliant. goodREAD MORE,1
Best in the market!. good materialREAD MORE,1
"Wonderful. Excellent deal, value worthREAD MORE",1
Best in the market!. happy with my order I m alwaysREAD MORE,1
Terrific. Good shuttles with a decent price.READ MORE,1
Just wow!. God product at an attractive priceREAD MORE,1
"Value-for-money. Great Shuttle , flight of the shuttle is very good , no regrets with the rate because in the market it was costing me around 840 rupees and here from flipkart I got it for 699 INRREAD MORE",1
Expected a better product. Original qualityREAD MORE,1
Perfect product!. WorthyREAD MORE,1
Good choice. fastest delivery..nd products quality is ... adorableREAD MORE,1
Fair. good productREAD MORE,1
Worth every penny. Good one. Perfect 👌READ MORE,1
Good quality product. superbREAD MORE,1
Highly recommended. better thank local marketREAD MORE,1
Horrible. Shuttle Cork was good and genuine.I verified with Yonex website. 👍READ MORE,1
Wonderful. suparREAD MORE,1
Very Good. looking gud but not lasting .READ MORE,1
Classy product. Packing is not so good. The plastic cover is damaged.READ MORE,0
Terrific purchase. goodREAD MORE,1
Fabulous!. very goodREAD MORE,1
Excellent. goodREAD MORE,0
Good. I would give full star to this product.... great quality.... unfortunately the next box I bought had one shuttle damagedREAD MORE,1
Worst experience ever!. Good product. Nice build qualityREAD MORE,1
Highly recommended. niceREAD MORE,1
Classy product. It's not a good product..READ MORE,0
Terrific purchase. Quality is goodREAD MORE,1
Highly recommended. goodREAD MORE,1
Must buy!. Nice productREAD MORE,1
Excellent. goodREAD MORE,1
Good. goodREAD MORE,1
Worth every penny. very good .nice quality .READ MORE,1
Brilliant. got a damage shuttle in the pack.  rest are good.READ MORE,0
Great product. quality not seems good. breaks after one day playREAD MORE,0
Worth the money. superbREAD MORE,1
Good choice. Nice item....get the same item as exceptedREAD MORE,1
Super!. best green cupREAD MORE,1
Just wow!. goodREAD MORE,1
Must buy!. very slow shuttles not good as per market.READ MORE,1
Fabulous!. Good BoyREAD MORE,1
Classy product. Thanks to Flipkart. The poor shuttles pack is replaced.READ MORE,0
Wonderful. rotine gameREAD MORE,1
Best in the market!. goodREAD MORE,1
Good quality product. Very goodREAD MORE,1
Worth the money. Good productREAD MORE,1
Classy product. good productREAD MORE,1
Good choice. amazing quality.worth every penny 🔥🔥READ MORE,1
Value-for-money. excellent flight. slow as mentioned. recommended for beginners.READ MORE,1
Did not meet expectations. superb qualityREAD MORE,1
Highly recommended. Long lasting.READ MORE,1
Waste of money!. superb!READ MORE,1
Excellent. GOOD PRODUCTREAD MORE,1
Worth the money. good productREAD MORE,1
Very Good. Its good productREAD MORE,1
Don't waste your money. Nice productREAD MORE,1
Wonderful. nice as usualREAD MORE,1
Worth every penny. very niceREAD MORE,1
Worth every penny. Its really good lasts longer than i expectedREAD MORE,1
Really Nice. worst product. got all the squeezed boxes of shuttles. after replacement too got the same damaged product.READ MORE,0
Good. niceREAD MORE,1
Just okay. Quality of the shuttle seems to be very bad. Some of them didn’t even last few games. Had to change two shuttles in an hours play.READ MORE,0
Highly recommended. Good price only too muchREAD MORE,1
Awesome. good quality nice productREAD MORE,1
Decent product. Satisfied with the product qualityREAD MORE,1
Good quality product. poor qualityREAD MORE,0
Awesome. Best for intermediate playersREAD MORE,1
Mind-blowing purchase. NiceREAD MORE,1
Wonderful. superREAD MORE,1
Must buy!. Overall niceREAD MORE,1
Good choice. shuttles are very old. they damaged in one day only. bad quality shuttle.READ MORE,0
"Worth the money. 3 shuttle damage,Dec 07 new pack 1 shuttle damagedREAD MORE",0
Terrific. good productREAD MORE,1
Delightful. Very good.READ MORE,1
Terrific. very slowlyREAD MORE,0
Wonderful. goodREAD MORE,1
Value-for-money. Very good quality shuttleREAD MORE,1
Good choice. Best packingREAD MORE,1
Awesome. AwesomeREAD MORE,1
Terrific purchase. its same as the retailer shop .. we need not to go to shop & buy itREAD MORE,1
Does the job. Best for daily play👌READ MORE,1
Wonderful. very good productREAD MORE,1
Value-for-money. excellent design and lifespanREAD MORE,1
Decent product. GoodREAD MORE,1
Fabulous!. GoodREAD MORE,1
Good quality product. good as always...READ MORE,1
Not recommended at all. goodREAD MORE,1
Just wow!. u can buy its a good productREAD MORE,1
Awesome. Excellent productREAD MORE,1
Mind-blowing purchase. quality item&very good packingREAD MORE,1
Nice product. good qualityREAD MORE,0
Best in the market!. nice product.quick delivery.READ MORE,1
"Good quality product. Average quality, in 6 shuttles only 3 are goodREAD MORE",1
"its yonex. While the shuttles are good, pricing has been made exorbitant. From 600 per pack to 900 per pack - an increase of 50% within one year. Already trying alternatives.READ MORE",0
Packing was not good.. NiceREAD MORE,1
Worst experience ever!. NiceREAD MORE,1
Just wow!. Pathetic qualityREAD MORE,0
"Did not meet expectations. It's an original product from Yonex . I'm able to authenticate it over sunrise portal.Best shuttle for Indian condition.Streamed travel, correct balance and durable.For beginners and for intermediate level you should start with this one.READ MORE",1
Terrific purchase. GoodREAD MORE,1
Value-for-money. good delivery boyREAD MORE,1
Pretty good. ExcellentREAD MORE,1
Worth every penny. Excellent. First We ordered one Box and tried whether fake or genuine product. I selected slow 75. We found its genuine product with long lasting. Then we are playing with the same shuttle till now. I suggested it to other courts in our town. They are playing with same shuttle and buying from Flipkart. So go without any hesitation.READ MORE,1
Delightful. Packing is goodREAD MORE,1
Terrific purchase. Yonex is greatREAD MORE,1
Nice product. The packing of the product was not done properly & not up to the mark. Request the team to take care of the same in future to avoid damaging the product.READ MORE,1
